15.323794,
14.614249,
14.392037,
13.904428,
12.936799,
13.27385,
13.979242,
13.291869,
12.867216,
13.2988,
12.476454,
12.722401,
12.216714,
13.127763,
13.609765,
12.82187,
11.916635,
13.617677,
12.841333,
13.070646,
15.074969,
14.326817,
14.674805,
12.696321,
12.422359,
12.910641,
14.237781,
13.519746,
12.585839,
11.601107,
10.666272,
11.296481,
11.7149,
12.166008,
11.750447,
11.353414,
12.098106,
11.743347,
11.902551,
14.906754,
13.411449,
12.942331,
13.914308,
14.936288,
13.113224,
13.328939,
15.003545,
13.973953,
14.190367,
13.188344,
11.826555,
12.499474,
11.956125,
12.216514,
12.633862,
11.335827,
11.829314,
11.935848,
11.484887,
12.491014,
18.603413,
13.026943,
13.400995,
13.164615,
12.57269,
12.541478,
12.246584,
13.669801,
12.482743,
13.319448,
14.255083,
13.308658,
14.805218,
13.466354,
13.813182,
14.260515,
13.497623,
13.703507,
12.871737,
13.041204,
13.314704,
13.354561,
14.086796,
12.334334,
10.882305,
11.86444,
12.361779,
11.378638,
13.340744,
10.91411,
11.504429,
11.210065,
11.764033,
10.663553,
11.697945,
12.524973,
12.292892,
12.601142,
11.867942,
12.229752,
