0.158741,
0.183516,
0.286646,
0.528399,
0.280764,
0.08523,
0.252493,
0.166741,
0.556895,
0.344093,
0.203409,
0.220635,
0.012669,
0.011533,
0.01009,

0.007655,
0.021839,
0.677784,
0.592292,
0.266528,
0.894429,
0.796849,
0.265888,
0.200431,
0.137143,
0.171379,
0.568772,
0.312023,
0.555075,00.481280.130209,
6,
0.263963,
0.167007,
0.004566,
0.004114,
0.004402,
0.004177,
5.345597,
3.96936,
11.085817,
4.673293,
7.451325,
0.022239,
0.473773,
1.343592,
1.154122,
1.422921,
2.141986,
2.401004,
2.757784,
1.923184,
2.12622,
2.671066,
0.576013,
0.003471,
0.001758,
0.001892,
0.003767,
0.003638,
0.003911,
0.00207,

0.405431,
0.630301,
0.355082,
0.098348,
0.003838,
0.001953,
0.003807,
0.00462,
00.001856,
.009096,
0.003678,
0.004079,
0.341379,
0.221235,
0.379567,
0.341083,
0.310415,
0.1254,
,
0.002642,
0.002158,
0.001765,
0.002882,
0.004031,
0.001736,
0.246893,
0.707514,
0.840669,
0.326843,
0.194813,
0.245464,
0.298826,
0.249356,
0.266967,
0.182502,
0.117423,
0.003816,
0.0119,
,
0.004229,
0.00416,0.0.015269,
696961,
0.600165,
0.778291,
0.868079,
0.211279,
0.21078,
0.165843,
0.212868,
0.174971,
0.221579,
0.134214,
0.189139,
0.161284,
45683,
0.163318,
0.484625,
0.186027,
0.197432,
0.394682,
0.007128,
0.006152,
0.005906,
0.005588,
6.297185,
5.92311,
7.069425,
5.767767,
7.108533,
1.686788,
2.106173,
1.556664,
2.296653,
5.00595,
4.662098,
5.558564,
6.469992,
5.21444,
5.375152,
5.586473,
0.513102,
0.626987,
0.006621,
0.008962,
0.005928,00.005269,
.00358,
0.974173,
1.173095,
0.004919,
0.331315,
0.270006,
0.672401,
0.408744,
0.25573,

0.310277,
0.709692,
0.277449,
0.127029,
0.290803,
0.004242,00.003851,00.009012,00.004199,00.008054,
.089909,
1.381621,
0.947819,
1.532218,
0.564621,
0.246028,
0.212636,
0.209114,
0.218464,
0.250945,
0.171998,
0.342539,
0.183797,
0.289976,
0.316044,
0.176292,
0.276001,
0.004005,
0.00407,

0.004215,
0.004013,
0.011091,
0.448534,
0.561331,
0.929891,
0.876437,
1.104806,
0.549618,
0.753861,
0.196794,
0.3694,
0.157192,
0.185349,
0.340772,
0.24614,

0.156212,
0.161847,
0.004005,
0.003702,
0.003896,
0.018515,
0.010285,
0.677832,
0.568326,
0.829213,
0.318636,
0.945577,
0.270445,
0.276937,
0.241332,
0.153058,
0.656431,
0.154554,
0.292016,
0.157405,
0.177348,
0.315252,
0.422245,
0.162536,
0.164157,
0.536245,
0.011105,
0.010229,
0.008696,
0.008306,
4.194833,
3.853681,
9.136007,
6.117568,
4.326686,
1.114186,
1.570383,
1.298797,
1.822762,
6.573053,
5.984612,
6.959205,
7.442772,
4.087079,
4.375675,
4.63863,
0.604521,00.005236,0.004784,

0.004808,
0.007732,
0.00512,

0.002352,
0.548982,
1.174879,
0.503826,
0.389287,
0.315787,
0.269274,
0.11897,

0.003656,00.0092480.0.008547,
012021,
0.004198,
0.016208,
0.005265,
0.294448,
0.352318,
0.414859,
0.256424,
0.314947,
0.268989,
0.254507,
0.32669,

0.271249,
.424723,
0.180812,
0.004908,00.0046480.0.0039990.0.00321,0.0.003540.005977,
7,
0.354522,
0.230519,
0.433083,
0.308968,
0.292927,
0.297815,
0.200767,
0.240054,
0.27642,
0.355997,
0.475368,
0.22611,

0.984963,
0.987694,
0.914022,
0.198865,
0.004621,
0.003282,00.002937,00.002622,00.010202,0.00841,

1.783756,
2.000138,
2.430218,
1.115753,
0.198913,
0.195212,
0.160389,
0.189966,
0.23448,
0.155695,
0.17218,
0.173742,
0.290629,
0.436174,
0.246105,
0.166993,
0.171279,
0.164075,
0.004484,
0.004393,
0.004283,
0.004429,
3.266008,
4.043936,
3.581878,
7.324935,
4.870662,
2.130719,
2.734376,
3.077798,
3.48387,

2.078985,
0.920432,
1.622692,
2.12266,

3.26731,
3.717709,
4.057075,
0.552777,
0.004191,
0.005624,
0.004611,00.00379,
00.003839,
0.003957,
0.003967,
0.380146,
0.246783,
0.720099,
0.405129,
0.315804,
0.143155,
.116942,
0.004129,
0.005548,
0.009269,
0.002603,
0.004234,
0.301619,
0.009314,
0.410868,00.525196,0.227981,

0.390429,
0.374217,
0.324464,
0.547063,
0.501147,
0.579695,
0.720846,
0.224095,
0.210573,
0.003905,
0.005017,00.010709,00.003967,00.00369,
0.005523,
0.827144,
1.043601,
1.265761,
0.675439,
0.824003,
0.465006,
0.362327,
0.266129,
0.40103,
0.337257,
0.34637,
8.96E-4,

0.930106,
0.350595,
0.549406,
0.259813,
0.0050650.0.0049020.0.0046840.0.0035670.0.0094270.013412,
.603099,
1.968424,
1.69845,
2.367491,
0.307684,
0.254975,
0.375109,
0.288,
2,
0.021798,
0.188814,
0.143239,
0.325818,
0.281093,
0.057595,
0.187411,
0.103772,
0.148455,
0.436917,
0.009227,
0.007964,00.005103,00.005049,
7.938934,
11.855808,
12.472948,
10.183991,
13.017895,
.955319,
2.674782,
2.308745,
2.805204,
0.733713,
1.961927,
2.72792,
1.61807,

4.001835,
4.49803,
4.683343,
0.544091,
0.555416,
0.004721,
0.358178,
0.001949,
0.003924,
0.00395,

0.00179,

0.340065,
0.979736,
1.251741,
0.230804,
.27966,
0.141648,
0.003637,
0.005342,
0.010605,
0.010091,
0.003815,
0.009477,
0.261447,
0.891036,
0.531432,
0.235504,
.284079,
0.317407,
0.264816,
0.582315,
0.209008,
0.227303,
0.15651,

0.002455,
0.002121,00.001712,
.33406,
0.001733,
0.001684,
0.194238,
1.044235,
1.160743,
0.329165,
0.154119,
0.174643,
0.194998,
0.227961,
0.26131,

0.107766,
0.004009,
0.001726,
0.001691,
0.001587,
0.006617,
0.901733,
0.988288,
0.012411,
0.446997,0.229239,
0.643968,
0.350913,
0.347255,
0.295306,
0.247838,
0.162998,
0.308392,
0.135612,
0.107844,
0.161324,
0.002159,
0.001921,
0.001868,
0.002007,
6.246907,
3.373321,
4.465746,
2.158035,
1.576247,
.070944,
2.780857,
2.458391,
3.047428,
1.931999,
2.576901,
2.347302,
2.746974,
2.326368,
3.561318,
3.291806,
3.842861,
0.526632,
0.004321,
0.722668,
0.004533,
0.004289,
0.004289,
0.004173,0.004023,

0.779693,
0.868639,
0.359212,
0.392384,
0.537024,
0.318071,
0.313667,
0.290091,
0.315219,
0.210946,
0.239503,
0.004238,
0.004655,
0.0062260.0.0020820.0.008523,
002615,
0.803407,
1.173339,
0.65078,
1.741759,
0.229043,
0.292114,
0.236373,
0.191545,
0.27193,
0.238289,
0.434539,
0.361583,
0.231322,
0.256374,
0.163225,
0.335038,
0.230632,
0.004439,
0.010052,
0.003741,
0.003701,
0.004152,
2.10583,
2.387527,
1.851657,
2.139736,
0.855441,
0.546369,
0.210443,
0.272975,
0.352094,
.005473,
0.216374,
0.16876,

0.361944,
0.448273,
0.156334,
0.177991,
0.004171,
0.004312,
0.00397,
00.003979,00.009647,
.877752,
1.248269,
1.036878,
0.336432,
1.360781,
0.202091,
0.166922,
0.159148,
0.130443,
0.296432,
0.424447,
0.190028,
0.156092,
.229906,
0.204365,
0.19171,
0.162454,
0.138421,
0.514729,
0.009293,
0.008383,
0.007888,
0.007555,
5.957434,
4.655132,
4.839109,
4.32959,
7.524521,
6.525605,
6.91434,
7.205911,
7.65345,

2.247007,
2.611158,
4.020463,
3.67972,
,
13.031145,
14.013383,
15.088088,
0.657969,

1.290878,
0.002966,
0.459852,
0.002409,
0.004213,
0.003863,
0.003792,
0.352212,
0.655464,
0.925578,
0.429111,
0.314145,
0.354682,
0.203331,
0.244903,
0.118012,
0.012328,
0.020011,
0.01754,

0.006042,
0.011439,
0.697736,
0.648384,
0.940142,
0.931634,
0.394027,
0.330009,
0.449208,
0.585313,
0.244513,
0.250717,
0.109772,
0.382018,
0.24528,

0.423921,
0.750266,
0.944682,
0.193777,
0.358283,00.006188,00.005571000.003783000.003849000.015623,
779671,
0.814227,
0.945254,
1.242258,
1.304894,
0.402069,
0.3224,
0.270215,
0.323163,
0.199223,
0.386506,
0.189995,
0.160495,
0.491071,
0.164772,
0.254874,
0.183986,0.214727,
0.004674,
0.007666,
0.004619,
0.020424,
0.01137,

.952736,
0.500527,
0.768933,
1.013359,
0.416125,
0.244365,
0.266684,
0.265072,
0.201216,
0.175673,
0.151038,
0.154639,
0.170769,
.240115,
0.43169,
0.226218,
0.176423,
0.077636,
0.166907,
0.004423,
0.003771,
0.004478,
0.004669,
2.569362,
4.259274,
8.281849,
0.872372,
1.244678,
0.007754,
0.231137,
0.782483,
0.599233,
0.54713,
0.59742,
1.164871,
1.415098,
.45881,
1.671361,
1.861221,
0.571248,
0.604821,
0.004553,
0.440347,00.004258,00.002091,0.00206,

0.002119,
0.001846,
0.376253,
0.571292,
1.043826,
0.31405,

0.384127,
0.004141,
0.004213,
0.009204,
0.247665,
0.010333,
0.357886,00.00466,

0.251485,
0.76247,
0.367406,
0.224844,
0.263235,
0.18758,

0.004597,00.003937,00.004114,
.002598,
0.004275,
0.005708,
0.193968,
0.964049,
0.605456,
0.194241,
0.285885,
0.018933,
0.222235,
0.26902,
0.264962,
0.129871,
0.004357,
0.004887,
0.003911,
0.003981,
0.012849,
0.578223,
0.758192,
0.238381,
0.849731,
0.955536,
0.189146,
0.151723,
0.158081,
0.143138,
0.22976,
0.230597,
0.129674,
0.17469,

0.206659,
0.297437,
0.218815,
0.219822,
